id,name,conference,nat_rank,commits,five_star,four_star,three_star,avg,points,year
3130,Tennessee State,,169,5,0,0,2,78.41,40.82,2017
3131,Lafayette,,170,6,0,0,0,77.02,40.25,2017
3132,Liberty,Ind.,171,4,0,0,3,80.21,40.17,2017
3133,William & Mary,,172,5,0,0,1,78.16,39.61,2017
3134,Portland State,,173,6,0,0,1,76.57,37.83,2017
3135,Brown,,174,5,0,0,1,77.78,37.71,2017
3136,Central Washington,,175,6,0,0,0,76.43,36.81,2017
3137,Western Illinois,,176,5,0,0,1,77.4,36.02,2017
3138,Dartmouth,,177,5,0,0,1,77.22,35.05,2017
3139,Houston Baptist,,178,4,0,0,1,78.72,34.26,2017
3140,Southeast Missouri State,,179,5,0,0,0,76.96,33.67,2017
3141,Prairie View A&M,,180,5,0,0,1,76.84,33.37,2017
3142,Cornell,,181,5,0,0,0,76.6,32.15,2017
3143,Missouri State,,182,4,0,0,1,78.15,32.02,2017
3144,Sacramento State,,183,5,0,0,0,76.48,31.33,2017
3145,McNeese State,,184,4,0,0,1,77.9,31.02,2017
3146,Holy Cross,,185,3,0,0,2,80.26,30.54,2017
3147,Tennessee Tech,,186,4,0,0,1,77.66,30.13,2017
3148,The Citadel,,187,4,0,0,1,77.63,29.98,2017
3149,Jackson State,,188,2,0,0,2,84.4,28.73,2017
3150,Western Carolina,,189,5,0,0,0,75.84,28.39,2017
3151,East Tennessee State,,190,3,0,0,1,79.34,27.81,2017
3152,Howard,,191,3,0,0,2,79.33,27.75,2017
3153,Northern Iowa,,192,3,0,0,1,78.99,26.77,2017
3154,North Carolina Central,,193,4,0,0,1,76.76,26.67,2017
3155,Abilene Christian,,194,3,0,0,0,78.59,25.51,2017
3156,Alcorn State,,195,3,0,0,1,78.48,25.22,2017
3157,Fordham,,196,4,0,0,0,76.36,24.95,2017
3158,Indiana State,,197,4,0,0,0,76.24,24.61,2017
3159,Lehigh,,198,4,0,0,0,76.15,24.26,2017
3160,Youngstown State,,199,3,0,0,1,78.09,24.07,2017
3161,Richmond,,200,3,0,0,1,77.63,22.7,2017
3162,Alabama A&M,,201,4,0,0,0,75.54,21.83,2017
3163,Northwestern State,,202,4,0,0,0,75.53,21.78,2017
3164,Samford,,203,4,0,0,1,75.47,21.72,2017
3165,Albany,,204,3,0,0,1,76.84,20.4,2017
3166,Towson,,205,3,0,0,0,76.21,18.5,2017
3167,Florida A&M,,206,3,0,0,1,76.05,18.09,2017
3168,Wofford,,207,3,0,0,0,75.87,17.5,2017
3169,Delta State,,208,3,0,0,0,75.81,17.3,2017
3170,Morgan State,,209,2,0,0,1,77.88,15.74,2017
3171,Charleston Southern,,210,2,0,0,0,77.79,15.53,2017
3172,Stetson,,211,3,0,0,0,75.1,15.21,2017
3173,Saint Francis (PA),,212,2,0,0,0,77.49,14.94,2017
3174,Cal Poly,,213,2,0,0,0,77.25,14.46,2017
3176,New Hampshire,,215,2,0,0,0,76.82,13.6,2017
3177,Valdosta State,,216,1,0,0,1,83.33,13.33,2017
3178,North Alabama,,217,2,0,0,0,76.67,13.29,2017
3179,Southern University,,218,2,0,0,0,76.5,12.97,2017
3180,Furman,,219,2,0,0,0,76.32,12.6,2017
3181,Northeastern State,,220,1,0,0,1,82.47,12.47,2017
3182,Delaware State,,221,1,0,0,1,81.65,11.65,2017
3183,Campbell,,222,1,0,0,1,81.39,11.39,2017
3184,Murray State,,223,2,0,0,0,75.5,10.99,2017
3185,Dayton,,224,2,0,0,0,75.36,10.68,2017
3187,Maine,,226,2,0,0,0,75.14,10.24,2017
3188,Colgate,,227,1,0,0,1,80.05,10.05,2017
3189,South Carolina State,,228,1,0,0,1,79.98,9.98,2017
3190,Incarnate Word,,229,1,0,0,1,79.9,9.9,2017
3193,Southeastern Louisiana,,232,1,0,0,0,79.03,9.03,2017
3194,Mississippi College,,233,1,0,0,0,78.17,8.17,2017
3195,Idaho State,,234,1,0,0,0,78.17,8.17,2017
3196,Bethune-Cookman,,235,1,0,0,0,77.76,7.76,2017
3197,Central Arkansas,,236,1,0,0,0,77.63,7.63,2017
3198,West Texas A&M,,237,1,0,0,0,76.89,6.89,2017
3199,Virginia Military Institute,,238,1,0,0,0,76.81,6.81,2017
3200,West Chester,,239,1,0,0,0,76.67,6.67,2017
3202,Florida Tech,,241,1,0,0,0,76.67,6.67,2017
3203,Eastern Illinois,,242,1,0,0,0,76.67,6.67,2017
3204,Marist,,243,1,0,0,0,76.67,6.67,2017
3206,Elon,,245,1,0,0,0,76.67,6.67,2017
3207,San Diego,,246,1,0,0,0,76.67,6.67,2017
3208,Henderson State,,247,1,0,0,0,76.67,6.67,2017
3210,Nicholls State,,249,1,0,0,0,76.67,6.67,2017
3211,Saginaw Valley State,,250,1,0,0,0,76.67,6.67,2017
3212,Sacred Heart,,251,2,0,0,0,72.97,5.92,2017
3213,Morehead State,,252,1,0,0,0,75.81,5.81,2017
3217,North Carolina A&T,,256,2,0,0,0,71.48,2.97,2017
3218,Gardner-Webb,,257,1,0,0,0,71.97,1.97,2017
3219,Bethel,,,1,0,0,,0,0,2017
3220,Mississippi Valley State,,,1,0,0,,0,0,2017
3221,Emporia State,,,1,0,0,,0,0,2017
3222,Williams College,,,1,0,0,,0,0,2017
3223,Wagner,,,1,0,0,,0,0,2017
3224,Grambling State,,,2,0,0,,0,0,2017
3225,Wingate,,,1,0,0,,0,0,2017
3226,Angelo State,,,1,0,0,,0,0,2017
3227,Rhode Island,,,3,0,0,,0,0,2017
3228,Mary Hardin-Baylor,,,1,0,0,,0,0,2017
3229,Davidson,,,2,0,0,,0,0,2017
3230,Georgetown,,,1,0,0,,0,0,2017
3231,Adams State,,,1,0,0,,0,0,2017
3232,LIU Post,,,1,0,0,,0,0,2017
3233,Faulkner,,,1,0,0,,0,0,2017
3234,Pittsburg State,,,1,0,0,,0,0,2017
3235,Bryant,,,1,0,0,,0,0,2017
3236,Alabama State,,,1,0,0,,0,0,2017
3237,Jacksonville,,,1,0,0,,0,0,2017
3238,Fort Valley State,,,1,0,0,,0,0,2017
3239,Central Missouri State,,,2,0,0,,0,0,2017
3240,Wayne State,,,1,0,0,,0,0,2017
3241,Butler,,,1,0,0,,0,0,2017
3242,Midwestern State,,,1,0,0,,0,0,2017
3243,Fairmont State,,,1,0,0,,0,0,2017
3244,Davenport,,,1,0,0,,0,0,2017
3245,Boston University,,,1,0,0,,0,0,2017
3246,Duquesne,,,1,0,0,,0,0,2017
3247,Arkansas-Monticello,,,1,0,0,,0,0,2017
3248,Robert Morris,,,3,0,0,,0,0,2017
3249,Texas A&M-Kingsville,,,1,0,0,,0,0,2017
3186,Gallaudet,,,1,0,0,1,80.46,10.46,2017
3175,Texas A&M Commerce,,,2,0,0,0,77.08,14.12,2017
3216,Limestone College,,,1,0,0,0,72.97,2.97,2017
3215,Minnesota State University Moorhead,,,1,0,0,0,73.97,3.97,2017
3214,Seton Hall,,,1,0,0,0,74,4,2017
3201,Colorado State Pueblo,,,1,0,0,0,76.67,6.67,2017
3205,Colorado School of Mines,,,1,0,0,0,76.67,6.67,2017
3209,Missouri Western State,,,1,0,0,0,76.67,6.67,2017
3111,West Georgia,,,6,0,0,4,80.67,61.3,2017
3192,Carson Newman College,,,2,0,0,0,74.52,9.03,2017
3191,Georgetown College,,,1,0,0,0,79.54,9.54,2017
3250,Georgia,SEC,1,26,7,15,4,94.23,323.31,2018
3251,Ohio State,Big-Ten,2,26,3,20,3,94.29,317.06,2018
3252,Texas,Big-12,3,27,2,17,8,92.16,300.06,2018
3253,USC,Pac-12,4,18,4,13,1,94.23,291.2,2018
3254,Alabama,SEC,5,22,2,13,7,91.94,289.94,2018
3255,Penn State,Big-Ten,6,23,3,12,8,91.7,285.92,2018
3256,Clemson,ACC,7,17,5,7,5,93.45,283.67,2018
3257,Miami,ACC,8,23,1,14,8,90.99,280.87,2018
3258,Oklahoma,Big-12,9,24,1,12,10,90.95,276.62,2018
3259,Notre Dame,Ind.,10,27,0,14,13,90.05,268.86,2018
3260,Florida State,ACC,11,21,0,13,8,90.91,265.42,2018
3261,Auburn,SEC,12,23,0,15,8,90.22,262.77,2018
3262,Oregon,Pac-12,13,24,0,12,11,89.18,260.22,2018
3263,Florida,SEC,14,20,0,13,7,90.75,259.56,2018
3264,LSU,SEC,15,22,1,12,9,90.11,254.38,2018
3265,Washington,Pac-12,16,20,0,10,10,90.21,253.23,2018
3266,Texas A&M,SEC,17,23,0,13,10,89.56,251.2,2018
3267,South Carolina,SEC,18,22,0,9,13,88.97,242.04,2018
3268,UCLA,Pac-12,19,27,0,9,17,87.32,237.77,2018
3269,North Carolina,ACC,20,24,0,7,15,87.8,232.27,2018
3270,Tennessee,SEC,21,22,0,8,14,87.57,231.34,2018
3271,Michigan,Big-Ten,22,20,0,7,12,88.75,230.56,2018
3272,Nebraska,Big-Ten,23,25,0,6,18,87.7,227.95,2018
3273,Virginia Tech,ACC,24,26,0,7,19,87.46,226.01,2018
3274,TCU,Big-12,25,25,0,5,20,87.13,224.13,2018
3275,NC State,ACC,26,25,0,6,17,86.58,220.57,2018
3276,Mississippi State,SEC,27,23,0,6,16,87.2,218.47,2018
3277,Maryland,Big-Ten,28,24,0,4,20,86.98,218.34,2018
3278,Baylor,Big-12,29,23,0,6,17,86.77,215.02,2018
3279,Louisville,ACC,30,25,0,4,19,86.53,213.58,2018
3280,Michigan State,Big-Ten,31,22,0,3,19,86.95,212.21,2018
3281,Ole Miss,SEC,32,22,0,3,17,86.56,211.49,2018
3282,Utah,Pac-12,33,25,0,2,22,85.69,209.95,2018
3283,Oklahoma State,Big-12,34,24,0,2,22,86.52,209.93,2018
3284,West Virginia,Big-12,35,23,0,2,21,86.4,208.32,2018
3285,Arizona State,Pac-12,36,22,0,2,19,85.9,207.26,2018
3286,Kentucky,SEC,37,24,0,3,21,86.11,206.91,2018
3287,Minnesota,Big-Ten,38,25,0,3,22,86.22,206.66,2018
3288,Iowa,Big-Ten,39,24,0,0,22,85.61,203.34,2018
3289,Stanford,Pac-12,40,15,0,5,10,88.02,202.29,2018
3290,Vanderbilt,SEC,41,21,0,3,16,86.19,202.04,2018
3291,California,Pac-12,42,22,0,2,20,85.67,197.41,2018
3292,Missouri,SEC,43,26,0,0,26,85.28,197.38,2018
3293,Georgia Tech,ACC,44,24,0,3,19,85.23,196.94,2018
3294,Arkansas,SEC,45,19,0,2,17,86.21,196.17,2018
3295,Wisconsin,Big-Ten,46,20,0,1,19,86.48,195.04,2018
3296,Washington State,Pac-12,47,29,0,2,25,84.48,194.84,2018
3297,Pittsburgh,ACC,48,22,0,1,20,85.84,193.19,2018
3298,Cincinnati,AAC,49,25,0,1,22,84.43,192.64,2018
3299,Indiana,Big-Ten,50,28,0,0,27,84.9,190.77,2018
3300,Syracuse,ACC,51,21,0,1,19,85.27,189.86,2018
3301,Purdue,Big-Ten,52,26,0,1,24,84.69,188.31,2018
3302,Colorado,Pac-12,53,25,0,1,22,84.49,187.11,2018
3303,Illinois,Big-Ten,54,27,0,2,23,83.81,185.83,2018
3304,Iowa State,Big-12,55,21,0,1,20,84.81,185.19,2018
3305,Rutgers,Big-Ten,56,33,0,0,22,84.29,184.28,2018
3306,Boise State,M-West,57,27,0,1,22,83.42,183.62,2018
3307,Northwestern,Big-Ten,58,18,0,1,17,85.43,180.18,2018
3308,Virginia,ACC,59,23,0,0,22,84.45,178.6,2018
3309,Kansas,Big-12,60,27,0,2,20,83.54,178.59,2018
3310,Arizona,Pac-12,61,20,0,0,20,84.83,178.03,2018
3311,UCF,AAC,62,26,0,0,21,83.64,177.05,2018
3312,Duke,ACC,63,16,0,1,15,85.74,176.85,2018
3313,Wake Forest,ACC,64,22,0,0,22,84.28,176.31,2018
3314,USF,AAC,65,28,0,0,25,83.59,176.25,2018
3315,Kansas State,Big-12,66,27,0,0,22,83.75,175.65,2018
3316,Toledo,MAC,67,31,0,0,25,82.62,174.22,2018
3317,Tulane,AAC,68,26,0,0,21,82.66,173.75,2018
3318,FIU,C-USA,69,24,0,2,16,82.5,173.58,2018
3319,Oregon State,Pac-12,70,24,0,0,22,83.4,172.69,2018
3320,Boston College,ACC,71,22,0,1,19,83.65,172.47,2018
3321,Texas Tech,Big-12,72,22,0,1,17,83.76,169.87,2018
3322,Houston,AAC,73,24,0,0,20,82.56,167.14,2018
3323,Marshall,C-USA,74,33,0,0,19,81.23,165.85,2018
3324,Florida Atlantic,C-USA,75,21,0,0,15,83.04,163.9,2018
3325,Western Michigan,MAC,76,21,0,0,19,82.88,163.69,2018
3326,Louisiana Tech,C-USA,77,24,0,0,16,82.2,162.18,2018
3327,BYU,Ind.,78,25,0,0,17,81.35,160.52,2018
3328,San Diego State,M-West,79,26,0,0,16,81.52,159.56,2018
3329,Southern Miss,C-USA,80,28,0,0,20,81.34,157.89,2018
3330,Memphis,AAC,81,28,0,1,17,81.56,157.28,2018
3331,Nevada,M-West,82,38,0,0,17,79.94,155.96,2018
3332,Western Kentucky,C-USA,83,26,0,0,21,81.49,154.77,2018
3333,Temple,AAC,84,30,0,0,24,81.34,154.08,2018
3334,UTSA,C-USA,85,23,0,0,16,81.46,152.99,2018
3335,Colorado State,M-West,86,23,0,0,17,81.35,152.79,2018
3336,SMU,AAC,87,20,0,0,16,82.08,151.67,2018
3337,Arkansas State,SBC,88,26,0,0,15,81.12,147.72,2018
3338,East Carolina,AAC,89,25,0,0,15,81.09,147.43,2018
3339,Georgia Southern,SBC,90,23,0,0,11,80.52,146.64,2018
3340,Bowling Green,MAC,91,24,0,0,13,80.81,144.03,2018
3341,Fresno State,M-West,92,22,0,1,11,80.18,141.73,2018
3342,Northern Illinois,MAC,93,25,0,0,14,80.59,141.69,2018
3343,San Jose State,M-West,94,27,0,0,13,79.48,140.86,2018
3344,Georgia State,SBC,95,27,0,0,13,80.23,140.45,2018
3345,Hawaii,M-West,96,30,0,0,14,79.65,138.46,2018
3346,Tulsa,AAC,97,23,0,0,14,80.36,137.25,2018
3347,Troy,SBC,98,18,0,0,10,81.02,136.65,2018
3348,UNLV,M-West,99,25,0,0,12,79.71,131.08,2018
3349,Kent State,MAC,100,21,0,0,8,79.47,127.72,2018
3350,North Texas,C-USA,101,24,0,0,12,79.87,126.6,2018
3351,Connecticut,Ind.,102,25,0,0,12,79.75,125.87,2018
3352,UAB,C-USA,103,22,0,0,10,79.82,125.49,2018
3353,Middle Tennessee State,C-USA,104,21,0,0,7,79.75,125.31,2018
3354,Louisiana,SBC,105,19,0,0,6,80.01,124.91,2018
3355,Navy,AAC,106,37,0,0,9,78.21,124.71,2018
3356,Texas State,SBC,107,31,0,0,8,79.02,124.24,2018
3357,Massachusetts,Ind.,108,24,0,0,7,78.85,123.66,2018
3358,Utah State,M-West,109,22,0,0,9,79.09,123.61,2018
3359,Eastern Michigan,MAC,110,24,0,0,8,79.21,121.54,2018
3360,Charlotte,C-USA,111,27,0,0,5,78.77,120.43,2018
3361,Rice,C-USA,112,23,0,0,9,78.68,120.42,2018
3362,Appalachian State,SBC,113,25,0,0,10,78.94,120.2,2018
3363,Coastal Carolina,SBC,114,34,0,0,8,78.23,120.13,2018
3364,South Alabama,SBC,115,27,0,0,9,78.58,120.03,2018
3365,Princeton,,116,19,0,1,7,79.87,119.03,2018
3366,Army,Ind.,117,41,0,0,7,77.68,118.69,2018
3367,Louisiana-Monroe,SBC,118,23,0,0,6,78.76,116.57,2018
3368,Air Force,M-West,119,32,0,0,8,77.89,115.6,2018
3369,Ball State,MAC,120,21,0,0,8,78.6,115.57,2018
3370,Central Michigan,MAC,121,19,0,0,4,79.19,111.22,2018
3371,Ohio,MAC,122,24,0,0,5,78.63,110.94,2018
3372,Yale,,123,17,0,0,8,78.93,110.5,2018
3373,New Mexico,M-West,124,26,0,0,6,77.95,110.31,2018
3374,New Mexico State,Ind.,125,20,0,0,6,78.32,109.3,2018
3375,Wyoming,M-West,126,23,0,0,6,78.07,109.14,2018
3376,Akron,MAC,127,16,0,0,4,79.15,108.81,2018
3377,Old Dominion,C-USA,128,21,0,0,4,78.2,108.27,2018
3378,UTEP,C-USA,129,26,0,0,3,77.15,105.24,2018
3379,Miami (OH),MAC,130,14,0,0,7,79.25,103.16,2018
3380,Montana State,,131,13,0,0,8,79.83,95.13,2018
3381,Idaho,,132,26,0,0,1,76.64,90.2,2018
3382,Austin Peay,,133,19,0,0,3,77.43,88.36,2018
3383,North Dakota State,,134,22,0,0,2,76.4,86.93,2018
3384,Harvard,,135,14,0,0,4,78.66,82.06,2018
3385,Buffalo,MAC,136,13,0,0,3,77.76,81.31,2018
3386,Liberty,Ind.,137,22,0,0,3,79.19,80.33,2018
3387,Mercer,,138,12,0,0,4,79.06,80.23,2018
3388,Chattanooga,,139,22,0,0,5,79.77,80.04,2018
3389,Eastern Washington,,140,14,0,0,4,76.36,75.04,2018
3390,Eastern Kentucky,,141,19,0,0,0,75.85,73.04,2018
3391,Jacksonville State,,142,14,0,0,4,78.88,72.9,2018
3392,Southern Illinois,,143,12,0,0,3,79.43,62.46,2018
3393,Tennessee Tech,,144,8,0,0,2,79.19,60.57,2018
3394,UT Martin,,145,8,0,0,2,78.82,58.52,2018
3395,Pennsylvania,,146,6,0,0,2,79.87,57.03,2018
3396,Kennesaw State,,147,19,0,0,1,77.09,52.75,2018
3397,Stephen F. Austin,,148,21,0,0,2,77.65,50.86,2018
3398,Grambling State,,149,7,0,0,1,79.23,44.91,2018
3399,Southern Utah,,150,5,0,0,3,79.09,44.53,2018
3400,Columbia,,151,7,0,0,2,78.73,42.38,2018
3401,Lamar,,152,13,0,0,0,76.39,41.65,2018
3402,UC Davis,,153,5,0,0,1,78.01,39.09,2018
3403,Alcorn State,,154,19,0,0,1,79.69,38,2018
3404,Central Arkansas,,155,7,0,0,2,79.51,37.36,2018
3405,Howard,,156,9,0,0,2,78.8,34.71,2018
3406,Tennessee State,,157,6,0,0,1,78.82,34.68,2018
3407,Furman,,158,6,0,0,0,77.11,34.46,2018
3408,Sacramento State,,159,5,0,0,2,78.39,33.19,2018
3409,Weber State,,160,6,0,0,1,77.95,31.5,2018
3410,Stony Brook,,161,8,0,0,1,78.02,31.48,2018
3411,Montana,,162,4,0,0,1,77.84,30.84,2018
3412,Illinois State,,163,9,0,0,0,75.25,30.7,2018
3413,North Dakota,,164,6,0,0,1,76.2,30.23,2018
3414,Western Carolina,,165,4,0,0,1,79.59,28.54,2018
3415,Murray State,,166,6,0,0,1,79.5,28.3,2018
3416,North Alabama,,167,5,0,0,0,75.75,27.96,2018
3417,Fordham,,168,6,0,0,1,79.17,27.25,2018
3418,Grand Valley State,,169,20,0,0,0,75.57,27.19,2018
3420,James Madison,,171,10,0,0,0,79,26.73,2018
3421,Dartmouth,,172,6,0,0,0,76.47,25.43,2018
3422,Sam Houston State,,173,17,0,0,1,78.46,25.16,2018
3423,Youngstown State,,174,6,0,0,1,78.43,25.11,2018
3424,The Citadel,,175,3,0,0,2,82.29,24.53,2018
3425,Houston Baptist,,176,7,0,0,0,78.09,24.06,2018
3426,Gardner-Webb,,177,3,0,0,2,81.63,23.2,2018
3427,Prairie View A&M,,178,3,0,0,1,81.45,22.85,2018
3428,Idaho State,,179,6,0,0,1,75.47,21.73,2018
3429,Lafayette,,180,3,0,0,1,80.09,20.12,2018
3430,Incarnate Word,,181,6,0,0,1,79.59,19.12,2018
3431,Sacred Heart,,182,4,0,0,1,79.56,19.08,2018
3432,Missouri State,,183,3,0,0,1,78.99,17.93,2018
3433,South Dakota,,184,7,0,0,0,73.57,17.7,2018
3434,Campbell,,185,2,0,0,1,78.78,17.51,2018
3435,Western Illinois,,186,3,0,0,1,78.48,16.91,2018
3436,Villanova,,187,5,0,0,1,78.48,16.91,2018
3437,Bethune-Cookman,,188,2,0,0,1,78.48,16.91,2018
3438,Northern Iowa,,189,4,0,0,1,75.64,16.88,2018
3439,Portland State,,190,18,0,0,0,75.61,16.74,2018
3440,Duquesne,,191,2,0,0,1,78.31,16.59,2018
3441,Texas Southern,,192,2,0,0,1,78.17,16.3,2018
3442,Holy Cross,,193,5,0,0,0,75.44,16.27,2018
3443,Alabama State,,194,3,0,0,0,77.81,15.57,2018
3444,Samford,,195,3,0,0,0,77.72,15.4,2018
3445,Charleston Southern,,196,2,0,0,1,85,15,2018
3446,Northwestern State,,197,5,0,0,0,77.36,14.69,2018
3447,Northern Arizona,,198,1,0,0,1,84.61,14.61,2018
3448,McNeese State,,199,8,0,0,0,74.83,14.47,2018
3449,North Carolina A&T,,200,2,0,0,1,84.16,14.16,2018
3450,Pittsburg State,,201,4,0,0,1,82.76,12.76,2018
3451,Tarleton State,,202,1,0,0,1,82.67,12.67,2018
3452,Rhode Island,,203,4,0,0,1,82.15,12.15,2018
3453,Lehigh,,204,6,0,0,0,75.97,11.91,2018
3455,Elon,,206,1,0,0,1,81.15,11.15,2018
3457,Butler,,208,1,0,0,1,81.15,11.15,2018
3458,William & Mary,,209,1,0,0,1,81.15,11.15,2018
3459,Southeastern Louisiana,,210,2,0,0,1,81.11,11.11,2018
3460,Towson,,211,2,0,0,0,75.47,10.92,2018
3461,Savannah State,,212,2,0,0,1,80.04,10.04,2018
3463,Mississippi Valley State,,214,1,0,0,0,79.53,9.53,2018
3464,Florida A&M,,215,3,0,0,0,79.03,9.03,2018
3465,Morgan State,,216,2,0,0,0,78.95,8.95,2018
3466,Central Washington,,217,6,0,0,0,74.47,8.92,2018
3467,Wofford,,218,5,0,0,0,74.47,8.91,2018
3468,Jacksonville,,219,4,0,0,0,78.89,8.89,2018
3469,East Tennessee State,,220,4,0,0,0,78.53,8.53,2018
3470,Harding University,,221,1,0,0,0,78.42,8.42,2018
3471,Richmond,,222,3,0,0,0,78.42,8.42,2018
3472,Southeast Missouri State,,223,1,0,0,0,78.02,8.02,2018
3473,Monmouth,,224,1,0,0,0,77.98,7.98,2018
3474,New Hampshire,,225,2,0,0,0,77.98,7.98,2018
3475,Delaware,,226,6,0,0,0,77.98,7.98,2018
3476,Alabama A&M,,227,1,0,0,0,77.98,7.98,2018
3477,Dixie State,,228,1,0,0,0,77.98,7.98,2018
3478,Virginia Military Institute,,229,2,0,0,0,77.98,7.98,2018
3480,Colgate,,231,2,0,0,0,76.98,6.98,2018
3481,Delta State,,232,1,0,0,0,76.97,6.97,2018
3482,Fort Hays State,,233,1,0,0,0,76.41,6.41,2018
3483,Brown,,234,1,0,0,0,76.41,6.41,2018
3484,Cal Poly,,235,1,0,0,0,75.97,5.97,2018
3486,Morehead State,,237,1,0,0,0,75.8,5.8,2018
3488,South Dakota State,,239,2,0,0,0,74.97,4.97,2018
3489,Wagner,,240,3,0,0,0,72.48,4.97,2018
3490,Indiana State,,241,17,0,0,0,72.47,4.96,2018
3491,Eastern Illinois,,242,2,0,0,0,73.97,3.97,2018
3492,South Carolina State,,243,1,0,0,0,73.97,3.97,2018
3493,Tuskegee,,244,2,0,0,0,73.97,3.97,2018
3496,Drake,,247,1,0,0,0,70.97,0.97,2018
3497,Abilene Christian,,248,4,0,0,0,70.97,0.97,2018
3527,Cornell,,281,2,0,0,0,69.96,-0.03,2018
3528,Valley City State,,,1,0,0,0,69.96,-0.04,2018
3498,Bryant,,,1,0,0,0,0,0,2018
3499,Maine,,,2,0,0,0,0,0,2018
3500,Bryant,,,1,0,0,0,0,0,2018
3501,San Diego,,,1,0,0,0,0,0,2018
3502,Bemidji State,,,1,0,0,0,0,0,2018
3503,Assumption College,,,1,0,0,0,0,0,2018
3504,Georgetown,,,2,0,0,0,0,0,2018
3505,IUP,,,1,0,0,0,0,0,2018
3506,Southern Arkansas,,,1,0,0,0,0,0,2018
3507,Northeastern State,,,1,0,0,0,0,0,2018
3508,Northwestern Oklahoma State,,,1,0,0,0,0,0,2018
3509,Valparaiso,,,1,0,0,0,0,0,2018
3510,Central Connecticut State,,,2,0,0,0,0,0,2018
3511,Simon Fraser,,,1,0,0,0,0,0,2018
3512,Northern Colorado,,,2,0,0,0,0,0,2018
3513,Southwest Minnesota State,,,1,0,0,0,0,0,2018
3514,Valdosta State,,,1,0,0,0,0,0,2018
3515,Robert Morris,,,1,0,0,0,0,0,2018
3516,Albany,,,2,0,0,0,0,0,2018
3517,Bucknell,,,1,0,0,0,0,0,2018
3518,Amherst College,,,1,0,0,0,0,0,2018
3519,Nicholls State,,,1,0,0,0,0,0,2018
3520,William Penn,,,1,0,0,0,0,0,2018
3521,Oakland,,,1,0,0,,0,0,2018
3522,Tiffin University,,,1,0,0,0,0,0,2018
3523,Midwestern State,,,1,0,0,0,0,0,2018
3524,Humboldt State,,,2,0,0,0,0,0,2018
3525,Limestone College,,,1,0,0,0,0,0,2018
3526,Lindenwood University,,,1,0,0,0,0,0,2018
3495,Western Oregon,,,2,0,0,0,71.97,1.97,2018
3456,Langston,,,1,0,0,1,81.15,11.15,2018
3454,Texas-Permian Basin,,,1,0,0,1,81.65,11.65,2018
3494,Lindsey Wilson,,,2,0,0,0,72.97,2.97,2018
3419,Texas A&M Commerce,,,2,0,0,1,83.58,27.1,2018
3487,Cumberlands,,,1,0,0,0,75.3,5.3,2018
3485,Arkansas Tech,,,1,0,0,0,75.97,5.97,2018
3479,Bethel,,,1,0,0,0,77.42,7.42,2018
3462,Central Oklahoma,,,1,0,0,1,79.98,9.98,2018
3529,Alabama,SEC,1,27,3,23,1,94.38,317.5,2019
3530,Georgia,SEC,2,25,5,15,4,92.59,309.12,2019
3531,Texas,Big-12,3,26,2,15,9,91.19,287.69,2019
3532,Texas A&M,SEC,4,27,2,13,11,90.85,284.67,2019
3533,LSU,SEC,5,25,3,11,10,90.75,284.06,2019
3534,Oklahoma,Big-12,6,24,3,13,8,91.2,279.28,2019
3535,Oregon,Pac-12,7,26,1,11,14,90.6,277.98,2019
3536,Michigan,Big-Ten,8,26,2,14,10,90.78,277.15,2019
3537,Florida,SEC,9,25,0,17,8,91.06,276.85,2019
3538,Clemson,ACC,10,29,1,12,15,89.76,275.55,2019
3539,Auburn,SEC,11,21,2,12,7,91.16,271.94,2019
3540,Penn State,Big-Ten,12,23,1,17,5,91.01,270.67,2019
3541,Tennessee,SEC,13,22,2,10,10,90.46,269.07,2019
3542,Ohio State,Big-Ten,14,17,3,9,5,91.87,261.18,2019
3543,Washington,Pac-12,15,25,0,15,10,89.53,259.19,2019
3544,Notre Dame,Ind.,16,22,0,16,6,90.6,258.56,2019
3545,Nebraska,Big-Ten,17,28,0,7,21,88.5,245.1,2019
3546,Florida State,ACC,18,21,0,9,12,89.09,244.31,2019
3547,USC,Pac-12,19,26,0,7,18,88.21,243.51,2019
3548,Stanford,Pac-12,20,23,0,8,14,88.16,242.58,2019
3549,South Carolina,SEC,21,22,1,4,17,88.9,241.31,2019
3550,Ole Miss,SEC,22,31,1,7,23,87.66,238.11,2019
3551,Arkansas,SEC,23,25,0,11,14,88.54,237.17,2019
3552,Mississippi State,SEC,24,22,1,5,16,88.34,236.6,2019
3553,Purdue,Big-Ten,25,26,0,4,22,86.63,224.72,2019
3554,Virginia Tech,ACC,26,24,0,7,16,87.39,224.01,2019
3555,Miami,ACC,27,18,0,7,11,88.07,222.07,2019
3556,Arizona State,Pac-12,28,24,0,5,19,86.75,219.76,2019
3557,Wisconsin,Big-Ten,29,19,1,2,16,87.86,219.51,2019
3558,North Carolina,ACC,30,25,0,5,18,86.23,218.57,2019
3559,TCU,Big-12,31,27,0,4,23,86.53,217.48,2019
3560,NC State,ACC,32,24,0,4,19,86.7,217.29,2019
3561,Michigan State,Big-Ten,33,19,0,2,17,87.49,215.21,2019
3562,Kentucky,SEC,34,22,0,3,19,86.55,203.49,2019
3563,Baylor,Big-12,35,24,0,2,21,85.95,202.87,2019
3564,Indiana,Big-Ten,36,22,0,3,18,85.77,202.63,2019
