id,name,conference,nat_rank,commits,five_star,four_star,three_star,avg,points,year
435,Brown,,,1,0,0,,0,0,2003
436,Western Washington,,,1,0,0,,0,0,2003
437,Florida State,ACC,1,25,2,13,10,90.65,292.97,2004
438,USC,Pac-12,2,18,6,8,3,93.16,291.67,2004
439,Miami,ACC,3,26,4,8,11,89.21,291.61,2004
440,LSU,SEC,4,25,3,11,11,90.3,287.64,2004
441,Florida,SEC,5,23,2,11,9,89.69,273.5,2004
442,Michigan,Big-Ten,6,22,1,12,8,90.09,269.95,2004
443,Georgia,SEC,7,21,2,10,8,89.81,267.62,2004
444,Oklahoma,Big-12,8,17,4,6,7,91.11,261.38,2004
445,Texas,Big-12,9,19,2,9,7,89.92,256.03,2004
446,Texas A&M,SEC,10,30,0,8,14,85.07,241.23,2004
447,Tennessee,SEC,11,20,1,8,9,87.29,235.04,2004
448,Oregon,Pac-12,12,30,1,7,16,84.93,234.92,2004
449,Penn State,Big-Ten,13,25,2,2,18,84.83,221.53,2004
450,Kansas State,Big-12,14,28,0,3,15,82.91,208.77,2004
451,Michigan State,Big-Ten,15,27,1,3,18,84.1,206.6,2004
452,Maryland,Big-Ten,16,22,0,4,12,83.77,204.06,2004
453,Purdue,Big-Ten,17,26,1,3,14,82.78,202.84,2004
454,Arkansas,SEC,18,26,0,5,12,82.73,199.85,2004
455,Missouri,SEC,19,25,0,5,7,81.71,197.15,2004
456,California,Pac-12,20,19,1,5,9,84.49,196.23,2004
457,Alabama,SEC,21,17,0,2,13,85.48,191.78,2004
458,Washington State,Pac-12,22,27,0,4,13,81.82,191.68,2004
459,Arizona State,Pac-12,23,22,1,0,12,83.33,191.49,2004
460,Oklahoma State,Big-12,24,20,1,3,11,82.87,191.12,2004
461,Washington,Pac-12,25,22,1,3,10,83.13,190.58,2004
462,Oregon State,Pac-12,26,28,0,2,20,82.66,188.9,2004
463,Nebraska,Big-Ten,27,20,0,2,11,83.31,188,2004
464,North Carolina,ACC,28,24,0,3,14,82.72,185.1,2004
465,South Carolina,SEC,29,29,0,3,10,80.59,182.49,2004
466,Auburn,SEC,30,28,0,3,12,81.3,182.43,2004
467,UCLA,Pac-12,31,26,0,1,17,81.87,177.82,2004
468,Boston College,ACC,32,19,1,1,11,82.53,177.34,2004
469,Ole Miss,SEC,33,23,0,2,13,81.66,177.18,2004
470,Virginia Tech,ACC,34,17,0,4,8,83.29,175.27,2004
471,Notre Dame,Ind.,35,16,0,2,9,83.47,168.32,2004
472,Wisconsin,Big-Ten,36,23,0,1,10,80.15,162.48,2004
473,Virginia,ACC,37,17,0,2,9,82.2,160.63,2004
474,West Virginia,Big-12,38,22,0,2,8,80.42,157.73,2004
475,Texas Tech,Big-12,39,19,0,3,7,81.29,157.29,2004
476,NC State,ACC,40,14,1,1,7,83.26,155.87,2004
477,Arizona,Pac-12,41,27,0,1,12,80.12,154.87,2004
478,Pittsburgh,ACC,42,25,0,1,13,80.27,154.42,2004
479,USF,AAC,43,25,0,1,9,79.16,154.25,2004
480,Clemson,ACC,44,22,0,1,13,79.65,145.22,2004
481,San Diego State,M-West,45,23,0,1,8,79.23,145.04,2004
482,Iowa State,Big-12,46,23,0,0,12,79.23,143.53,2004
483,Colorado,Pac-12,47,18,0,1,11,80.86,143.15,2004
484,Georgia Tech,ACC,48,24,1,0,7,78.52,141.96,2004
485,Rutgers,Big-Ten,49,21,0,1,8,79.15,138.98,2004
486,TCU,Big-12,50,21,0,1,6,78.99,131.89,2004
487,BYU,Ind.,51,27,0,0,10,78.19,130.71,2004
488,Kansas,Big-12,52,21,0,0,8,78.89,130.26,2004
489,Minnesota,Big-Ten,53,24,0,0,9,78.61,128.67,2004
490,Indiana,Big-Ten,54,25,0,0,9,77.56,125.43,2004
491,Ohio State,Big-Ten,55,5,1,4,0,95.71,124.55,2004
492,Mississippi State,SEC,56,23,0,1,4,78.16,123.23,2004
493,Illinois,Big-Ten,57,24,0,1,5,78.61,122.38,2004
494,Colorado State,M-West,58,26,0,0,10,78.68,122.11,2004
495,Syracuse,ACC,59,25,0,0,8,77.42,118.35,2004
496,Stanford,Pac-12,60,11,0,2,3,81.73,115.28,2004
497,Utah,Pac-12,61,17,0,1,3,79.08,113.22,2004
498,Tulane,AAC,62,23,0,0,4,76.96,111.61,2004
499,Louisville,ACC,63,21,0,1,3,76.99,109.8,2004
500,Memphis,AAC,64,18,0,1,4,77.9,109.55,2004
501,Southern Miss,C-USA,65,18,0,0,4,78.4,109.5,2004
502,Utah State,M-West,66,24,0,1,4,77.78,108.15,2004
503,Duke,ACC,67,24,0,0,4,76.39,107.79,2004
504,Tulsa,AAC,68,19,0,0,5,77.49,105.54,2004
505,East Carolina,AAC,69,28,0,0,6,76.39,102.81,2004
506,Vanderbilt,SEC,70,20,0,0,4,76.78,101.95,2004
507,Middle Tennessee State,C-USA,71,29,0,0,3,77.01,99.28,2004
508,SMU,AAC,72,19,0,0,3,77.72,98.61,2004
509,Wyoming,M-West,73,20,0,0,2,77.33,94.9,2004
510,Boise State,M-West,74,24,0,0,4,76.02,94.26,2004
511,Toledo,MAC,75,23,0,0,2,77,94.07,2004
512,Houston,AAC,76,23,0,0,3,75.99,93.19,2004
513,Troy,SBC,77,26,0,0,2,77.18,91.49,2004
514,Marshall,C-USA,78,21,0,0,2,76.98,91.43,2004
515,Hawaii,M-West,79,18,0,0,3,77.35,91.28,2004
516,Temple,AAC,80,30,0,0,3,76,90.32,2004
517,UAB,C-USA,81,20,0,0,3,77.11,88.92,2004
518,Arkansas State,SBC,82,28,0,0,2,76.98,88.33,2004
519,Connecticut,Ind.,83,27,0,0,2,76.17,87.28,2004
520,UNLV,M-West,84,22,0,0,2,76.82,86.81,2004
521,North Texas,C-USA,85,18,0,0,2,76.3,85.46,2004
522,Western Michigan,MAC,86,15,0,0,3,77.26,85.24,2004
523,Northern Illinois,MAC,87,19,0,0,2,76.61,84.31,2004
524,New Mexico,M-West,88,23,0,0,1,76.28,83.14,2004
525,Bowling Green,MAC,89,16,0,0,2,77.22,82.68,2004
526,Northwestern,Big-Ten,90,13,0,0,3,77.35,82.28,2004
527,Nevada,M-West,91,17,0,0,1,77.06,81.94,2004
528,Ohio,MAC,92,21,0,0,1,76.67,80.84,2004
529,Baylor,Big-12,93,19,0,0,4,75.56,80.82,2004
530,San Jose State,M-West,94,23,0,0,0,76.57,79.57,2004
531,Idaho,,95,28,0,0,0,76.63,79.45,2004
532,Louisiana Tech,C-USA,96,27,0,0,0,76.34,78.11,2004
533,Louisiana,SBC,97,23,0,0,0,76.47,77.34,2004
534,Ball State,MAC,98,23,0,0,0,76.18,76.9,2004
535,New Mexico State,Ind.,99,16,0,0,1,76.74,76.58,2004
536,Louisiana-Monroe,SBC,100,21,0,0,0,76.4,76.25,2004
537,Akron,MAC,101,22,0,0,0,76.01,75.91,2004
538,Wake Forest,ACC,102,13,0,0,3,76.58,75.52,2004
539,UCF,AAC,103,20,0,0,1,75.67,73.92,2004
540,Cincinnati,AAC,104,16,0,0,1,75.9,72.99,2004
541,Eastern Michigan,MAC,105,18,0,0,0,76.11,72.7,2004
542,Fresno State,M-West,106,14,0,0,1,76.67,72.67,2004
543,Central Michigan,MAC,107,17,0,0,0,76.01,72.4,2004
544,Miami (OH),MAC,108,23,0,0,0,74.98,72.08,2004
545,Buffalo,MAC,109,15,0,0,0,76.67,72.05,2004
546,Rice,C-USA,110,12,0,0,1,77.04,69.01,2004
547,Kent State,MAC,111,14,0,0,0,76.51,67.72,2004
548,UTEP,C-USA,112,10,0,0,0,76.89,58.88,2004
549,Navy,AAC,113,13,0,0,0,73.59,41.52,2004
550,Iowa,Big-Ten,114,3,1,0,0,81.91,35.7,2004
551,Army,Ind.,115,5,0,0,0,76.22,30.13,2004
552,Air Force,M-West,116,4,0,0,0,75.56,21.9,2004
553,Florida Atlantic,C-USA,117,2,0,0,1,77.78,15.54,2004
554,Southern Illinois,,118,2,0,0,0,76.67,13.29,2004
555,San Diego,,119,1,0,0,0,76.67,6.67,2004
556,FIU,C-USA,120,2,0,0,0,72.22,4.44,2004
557,Richmond,,,1,0,0,,0,0,2004
558,Hampton,,,1,0,0,,0,0,2004
559,Wheaton College,,,1,0,0,,0,0,2004
560,Tennessee State,,,1,0,0,,0,0,2004
561,Stillman College,,,1,0,0,,0,0,2004
562,Grand Valley State,,,1,0,0,,0,0,2004
563,Bentley,,,1,0,0,,0,0,2004
564,Kentucky,SEC,,16,0,0,0,70,0,2004
565,Washburn,,,1,0,0,,0,0,2004
566,Coastal Carolina,SBC,,1,0,0,0,70,0,2004
567,Hofstra,,,1,0,0,,0,0,2004
568,Montana,,,2,0,0,,0,0,2004
569,Northern Iowa,,,1,0,0,,0,0,2004
570,Furman,,,1,0,0,,0,0,2004
571,USC,Pac-12,1,16,6,5,5,94.26,285.12,2005
572,Florida State,ACC,2,19,3,10,5,91.83,281.52,2005
573,Oklahoma,Big-12,3,21,1,11,8,90.6,279.2,2005
574,Tennessee,SEC,4,20,1,12,7,91.33,276.14,2005
575,Michigan,Big-Ten,5,22,2,8,11,88.94,266.54,2005
576,Iowa,Big-Ten,6,21,3,6,9,87.82,252.89,2005
577,Georgia,SEC,7,17,1,9,7,90.64,248.26,2005
578,Nebraska,Big-Ten,8,30,1,7,19,85.89,247.47,2005
579,Miami,ACC,9,15,3,8,4,91.57,246.36,2005
580,California,Pac-12,10,23,1,8,12,87.3,241.37,2005
581,Texas A&M,SEC,11,24,1,7,11,86.21,235.38,2005
582,Florida,SEC,12,17,0,7,10,88.9,220.98,2005
583,Texas,Big-12,13,14,1,6,6,89.71,218.62,2005
584,LSU,SEC,14,13,1,7,5,90.82,218.34,2005
585,Clemson,ACC,15,25,1,5,16,85.13,217.21,2005
586,Alabama,SEC,16,28,0,4,21,84.77,216.52,2005
587,Virginia,ACC,17,23,1,4,14,84.67,211.72,2005
588,South Carolina,SEC,18,27,0,5,14,82.91,210.9,2005
589,Auburn,SEC,19,21,1,5,12,84.95,209.75,2005
590,Virginia Tech,ACC,20,23,0,4,16,84.4,209.67,2005
591,UCLA,Pac-12,21,21,0,3,15,85.5,209.07,2005
592,Maryland,Big-Ten,22,22,1,3,14,84.1,206.08,2005
593,Arizona,Pac-12,23,21,0,6,13,85.5,204.44,2005
594,Stanford,Pac-12,24,17,1,5,6,84.89,200.1,2005
595,Penn State,Big-Ten,25,18,2,2,9,84.34,195.18,2005
596,Arkansas,SEC,26,20,1,3,15,84.76,192.49,2005
597,Purdue,Big-Ten,27,20,0,3,13,83.46,188.81,2005
598,Mississippi State,SEC,28,27,1,2,15,80.89,188.28,2005
599,NC State,ACC,29,19,1,2,10,83.14,187.69,2005
600,Wisconsin,Big-Ten,30,21,0,2,15,83.61,187.47,2005
601,Oregon,Pac-12,31,21,1,2,12,82.62,184.71,2005
602,Ole Miss,SEC,32,27,2,1,10,81.17,183.26,2005
603,Arizona State,Pac-12,33,20,0,1,19,84.44,180.3,2005
604,Michigan State,Big-Ten,34,24,0,1,17,82.5,178.54,2005
605,Kansas State,Big-12,35,23,0,2,16,82.85,177.71,2005
606,Louisville,ACC,36,25,0,3,11,80.94,176.69,2005
607,West Virginia,Big-12,37,31,1,0,16,80.18,172.44,2005
608,Texas Tech,Big-12,38,21,0,1,14,82.17,172.32,2005
609,Notre Dame,Ind.,39,14,0,2,12,85.39,166.05,2005
610,Colorado,Pac-12,40,25,0,1,15,80.84,165.97,2005
611,Kansas,Big-12,41,27,0,1,17,81.23,164.63,2005
612,Missouri,SEC,42,23,0,0,20,82.61,164.44,2005
613,Washington State,Pac-12,43,21,0,0,12,81.69,162.68,2005
614,San Diego State,M-West,44,27,0,2,12,79.92,160.86,2005
615,Oregon State,Pac-12,45,19,1,1,8,80.52,159.77,2005
616,Pittsburgh,ACC,46,22,0,1,12,81.01,158.2,2005
617,Oklahoma State,Big-12,47,21,0,1,14,81.27,157.39,2005
618,Illinois,Big-Ten,48,18,0,2,8,81.11,156.4,2005
619,North Carolina,ACC,49,24,0,1,10,79.31,153.2,2005
620,TCU,Big-12,50,21,0,1,11,80.79,152.76,2005
621,Iowa State,Big-12,51,21,0,1,12,80.63,151.53,2005
622,Boston College,ACC,52,15,0,2,10,82.22,146.65,2005
623,Minnesota,Big-Ten,53,19,0,1,10,80.29,142.28,2005
624,Northwestern,Big-Ten,54,20,0,0,14,80.33,141.34,2005
625,Duke,ACC,55,23,0,1,7,78.25,140.17,2005
626,USF,AAC,56,21,0,1,6,78.36,130.19,2005
627,Utah,Pac-12,57,25,0,1,7,76.93,128.26,2005
628,Tulsa,AAC,58,21,0,0,6,78.73,126.2,2005
629,Rutgers,Big-Ten,59,20,1,0,4,77.83,125.44,2005
630,Baylor,Big-12,60,18,0,0,7,79.44,125.15,2005
631,BYU,Ind.,61,16,0,1,6,79.55,123.25,2005
632,Boise State,M-West,62,14,0,1,7,80.4,122.57,2005
633,SMU,AAC,63,25,0,0,6,77.82,122.19,2005
634,Syracuse,ACC,64,16,0,1,6,79.65,122.04,2005
635,Wake Forest,ACC,65,18,0,0,8,78.77,119.7,2005
636,Southern Miss,C-USA,66,22,0,0,8,77.68,117.82,2005
637,UCF,AAC,67,25,0,0,6,77.16,115.27,2005
638,Washington,Pac-12,68,13,0,2,3,80.26,114.56,2005
639,Connecticut,Ind.,69,25,0,0,6,76.49,114.29,2005
640,Georgia Tech,ACC,70,18,0,0,6,77.78,114.18,2005
641,UTEP,C-USA,71,22,0,0,6,78.28,112.64,2005
642,Hawaii,M-West,72,17,0,1,5,77.67,112.61,2005
643,UAB,C-USA,73,27,0,0,6,75.76,110.09,2005
644,Ohio State,Big-Ten,74,6,2,1,2,88.78,109.84,2005
645,Marshall,C-USA,75,25,0,0,6,75.24,106.85,2005
646,UNLV,M-West,76,28,0,0,6,75.32,104.85,2005
647,Northern Illinois,MAC,77,24,0,0,5,76.3,103.92,2005
648,Indiana,Big-Ten,78,23,0,0,3,77.05,103.16,2005
649,Houston,AAC,79,21,0,0,4,77.57,102.37,2005
650,Fresno State,M-West,80,21,0,1,4,75.5,100.59,2005
651,Western Michigan,MAC,81,18,0,0,2,77.65,95.69,2005
652,Louisiana,SBC,82,20,0,0,3,76.78,94.87,2005
653,Memphis,AAC,83,28,0,0,3,76.27,94.57,2005
654,Colorado State,M-West,84,18,0,0,4,76.79,94.42,2005
655,Cincinnati,AAC,85,25,0,0,3,75.16,93.59,2005
656,Middle Tennessee State,C-USA,86,24,0,0,5,74.68,92.75,2005
657,New Mexico,M-West,87,17,0,0,3,77.32,91.3,2005
658,Akron,MAC,88,23,0,0,5,74.54,88.92,2005
659,Vanderbilt,SEC,89,25,0,0,2,75.07,88.91,2005
660,Troy,SBC,90,30,0,0,2,74.37,86.53,2005
661,Louisiana Tech,C-USA,91,19,0,0,2,76.9,85.65,2005
662,Nevada,M-West,92,21,0,0,3,75.24,83.33,2005
663,Tulane,AAC,93,19,0,0,3,75.26,82.95,2005
664,Rice,C-USA,94,18,0,0,1,76.67,81.71,2005
665,Bowling Green,MAC,95,21,0,0,0,76.03,77.41,2005
666,Buffalo,MAC,96,17,0,0,0,76.8,75.75,2005
667,Idaho,,97,23,0,0,3,73.82,72.1,2005
668,North Texas,C-USA,98,24,0,0,1,73.61,72.06,2005
669,Miami (OH),MAC,99,13,0,0,1,76.84,70.84,2005
670,Ball State,MAC,100,17,0,0,0,75.49,70.61,2005
671,Toledo,MAC,101,22,0,0,1,73.99,70.41,2005
672,Ohio,MAC,102,27,0,0,0,73.62,68.71,2005
673,Kent State,MAC,103,23,0,0,2,73.24,65.23,2005
674,Central Michigan,MAC,104,25,0,0,2,72.93,64.54,2005
675,Arkansas State,SBC,105,22,0,0,3,73.03,61.04,2005
676,Wyoming,M-West,106,18,0,0,3,73.58,58.87,2005
677,Louisiana-Monroe,SBC,107,31,0,0,0,72.08,55.67,2005
678,Temple,AAC,108,27,0,0,1,72.14,53,2005
679,East Carolina,AAC,109,23,0,0,1,72.22,47.3,2005
680,San Jose State,M-West,110,6,0,0,1,77.78,44.52,2005
681,Utah State,M-West,111,22,0,0,0,72.02,41.79,2005
682,Air Force,M-West,112,15,0,0,0,73.11,41.08,2005
683,Navy,AAC,113,11,0,0,0,72.83,29.17,2005
684,Florida Atlantic,C-USA,114,5,0,0,2,75.78,28.65,2005
685,Eastern Michigan,MAC,115,18,0,0,1,71.6,28.36,2005
686,FIU,C-USA,116,7,0,0,0,73.81,26.01,2005
687,New Mexico State,Ind.,117,22,0,0,0,70.91,19.8,2005
688,Army,Ind.,118,5,0,0,0,71.78,8.82,2005
689,Texas State,SBC,,1,0,0,,0,0,2005
690,Southern Illinois,,,3,0,0,,0,0,2005
691,Western Illinois,,,1,0,0,,0,0,2005
692,Norfolk State,,,1,0,0,,0,0,2005
693,Harvard,,,1,0,0,,0,0,2005
694,Grand Valley State,,,1,0,0,,0,0,2005
695,Washburn,,,1,0,0,,0,0,2005
696,Massachusetts,Ind.,,1,0,0,,0,0,2005
697,Kentucky,SEC,,23,0,0,0,70,0,2005
698,Nebraska Omaha,,,1,0,0,,0,0,2005
699,Nicholls State,,,1,0,0,,0,0,2005
700,North Dakota State,,,1,0,0,0,70,0,2005
701,Idaho State,,,1,0,0,,0,0,2005
702,William & Mary,,,1,0,0,0,70,0,2005
703,USC,Pac-12,1,26,6,10,10,92.73,316.97,2006
704,Florida,SEC,2,24,3,15,3,90.58,294.83,2006
705,Georgia,SEC,3,26,2,14,10,91.22,292.15,2006
706,Florida State,ACC,4,30,3,12,15,90.16,286.53,2006
707,Notre Dame,Ind.,5,24,2,11,11,90.82,282.8,2006
708,Texas,Big-12,6,22,2,12,8,91.6,281.78,2006
709,Penn State,Big-Ten,7,22,1,12,6,88.64,270.41,2006
710,LSU,SEC,8,21,1,10,8,89.75,269.92,2006
711,Oklahoma,Big-12,9,26,2,8,16,89.26,262.96,2006
712,Michigan,Big-Ten,10,18,1,8,8,89.74,256.69,2006
713,Auburn,SEC,11,26,0,8,15,86.59,245.54,2006
714,Miami,ACC,12,17,1,7,8,89.33,237.13,2006
715,Alabama,SEC,13,25,1,4,20,87.49,233.66,2006
716,Clemson,ACC,14,19,2,4,12,87.5,232.26,2006
717,Ole Miss,SEC,15,29,0,6,20,85.55,231.94,2006
718,Pittsburgh,ACC,16,26,0,5,19,85.62,229.68,2006
719,Texas A&M,SEC,17,23,1,2,19,86.13,215.25,2006
720,Oklahoma State,Big-12,18,27,0,5,21,85.3,213.74,2006
721,Arizona,Pac-12,19,20,0,4,16,86.92,213.58,2006
722,California,Pac-12,20,19,0,6,12,86.42,212.65,2006
723,Nebraska,Big-Ten,21,21,0,5,15,85.92,207.2,2006
724,Arkansas,SEC,22,26,1,2,17,83.77,204.67,2006
725,Maryland,Big-Ten,23,22,0,6,9,83.25,202.78,2006
726,Louisville,ACC,24,23,0,3,17,84.28,201.32,2006
727,Ohio State,Big-Ten,25,16,1,8,0,83.99,198.91,2006
728,North Carolina,ACC,26,26,0,2,21,84.05,197.92,2006
729,Illinois,Big-Ten,27,22,0,4,10,82.1,193.1,2006
730,Texas Tech,Big-12,28,31,0,1,27,83.7,192.05,2006
731,Tennessee,SEC,29,17,0,1,16,86.35,191.71,2006
732,Arizona State,Pac-12,30,23,0,2,19,84.31,188.18,2006
733,Virginia Tech,ACC,31,18,0,3,12,84.31,185.47,2006
734,Washington,Pac-12,32,20,0,3,11,82.83,183.52,2006
735,South Carolina,SEC,33,22,0,3,12,81.13,182.76,2006
736,Oregon State,Pac-12,34,28,0,0,23,82.47,180.86,2006
737,Boston College,ACC,35,20,0,2,15,83.39,179.61,2006
738,Wisconsin,Big-Ten,36,18,0,3,12,84,177.1,2006
739,Iowa,Big-Ten,37,20,0,2,11,82.41,174.47,2006
740,Rutgers,Big-Ten,38,26,0,2,15,80.84,170.43,2006
741,Kansas,Big-12,39,23,0,0,20,82.91,169.98,2006
742,Mississippi State,SEC,40,22,0,3,10,81.02,168.98,2006
743,Kansas State,Big-12,41,29,0,2,16,80.59,168.16,2006
744,Iowa State,Big-12,42,30,0,0,24,81.22,164.57,2006
745,Missouri,SEC,43,24,0,0,16,81.39,162.96,2006
746,Michigan State,Big-Ten,44,17,0,2,12,82.74,162.06,2006
747,Washington State,Pac-12,45,19,0,0,11,82,161.64,2006
748,UAB,C-USA,46,23,0,0,20,81.89,155.39,2006
749,Colorado,Pac-12,47,21,0,0,13,80.45,155.35,2006
750,NC State,ACC,48,18,0,0,14,82.15,154.99,2006
751,Baylor,Big-12,49,27,0,0,16,80.45,154.18,2006
752,Oregon,Pac-12,50,21,0,1,11,80.63,152.98,2006
753,Duke,ACC,51,25,0,1,12,79.26,152.48,2006
754,USF,AAC,52,26,0,1,10,78.5,152.47,2006
755,Purdue,Big-Ten,53,24,0,0,15,80.28,151.9,2006
756,Vanderbilt,SEC,54,25,0,1,12,80.1,150.75,2006
757,Syracuse,ACC,55,21,0,2,8,79.95,150.59,2006
758,Utah,Pac-12,56,23,0,0,11,79.37,147.87,2006
759,UCLA,Pac-12,57,13,0,1,9,82.7,145.04,2006
760,TCU,Big-12,58,18,0,0,11,80.99,143.23,2006
761,Minnesota,Big-Ten,59,20,0,0,10,80.37,142.77,2006
762,West Virginia,Big-12,60,15,0,0,10,81.92,142.51,2006
763,Kentucky,SEC,61,29,1,1,8,75.7,139.71,2006
764,Georgia Tech,ACC,62,15,0,0,12,81.74,138.67,2006
765,Stanford,Pac-12,63,16,0,0,11,80.86,137.17,2006
766,Southern Miss,C-USA,64,26,0,0,10,77.86,136.68,2006
767,BYU,Ind.,65,24,0,0,8,77.76,128.22,2006
768,Wake Forest,ACC,66,14,0,1,8,80.75,122.34,2006
769,Indiana,Big-Ten,67,21,0,0,9,78.25,122.15,2006
770,New Mexico,M-West,68,23,0,0,9,77.13,121.96,2006
771,UTEP,C-USA,69,27,0,0,9,77.33,120.39,2006
772,San Diego State,M-West,70,17,0,0,9,79.05,119.38,2006
773,Northwestern,Big-Ten,71,14,0,0,7,80.15,115.18,2006
774,East Carolina,AAC,72,26,0,0,7,76.11,115.08,2006
775,UCF,AAC,73,21,0,0,6,77.29,112.86,2006
776,Colorado State,M-West,74,22,0,0,7,76.82,112.11,2006
777,Northern Illinois,MAC,75,17,0,0,9,78.27,111.98,2006
778,Fresno State,M-West,76,20,0,0,8,76.51,111.54,2006
779,Virginia,ACC,77,20,0,2,6,76.28,111.11,2006
780,Toledo,MAC,78,23,0,0,4,77.17,109.58,2006
781,Marshall,C-USA,79,29,0,0,6,75.27,108.78,2006
782,Boise State,M-West,80,18,0,0,7,77.4,106.05,2006
783,Louisiana Tech,C-USA,81,26,0,0,6,75.71,104.59,2006
784,Akron,MAC,82,22,0,0,6,75.75,102.97,2006
785,Houston,AAC,83,24,0,0,5,75.86,101.62,2006
786,Tulane,AAC,84,22,0,0,5,76.45,100.71,2006
787,Buffalo,MAC,85,15,0,1,2,78.24,96.91,2006
788,Ball State,MAC,86,20,0,0,3,76.77,96.34,2006
789,Miami (OH),MAC,87,17,0,0,4,77.48,94.07,2006
790,San Jose State,M-West,88,22,0,0,4,76.63,93.62,2006
791,Bowling Green,MAC,89,19,0,0,6,76.48,93.28,2006
792,Western Michigan,MAC,90,18,0,0,4,77.15,93.25,2006
793,Idaho,,91,19,0,0,3,76.2,92.85,2006
794,Troy,SBC,92,23,0,0,5,74.7,91.69,2006
795,Connecticut,Ind.,93,19,0,0,3,75.87,91.46,2006
796,FIU,C-USA,94,24,0,0,2,76.94,90.73,2006
797,Wyoming,M-West,95,21,0,0,3,75.78,89.64,2006
798,Rice,C-USA,96,16,0,0,2,77.47,89.39,2006
799,UNLV,M-West,97,24,0,1,3,74.35,88.98,2006
800,Tulsa,AAC,98,19,0,0,3,76.01,88.58,2006
801,Nevada,M-West,99,24,0,0,5,73.95,86.13,2006
802,Memphis,AAC,100,14,0,0,4,77.08,84.38,2006
803,Ohio,MAC,101,19,0,0,4,75.11,81.66,2006
804,Temple,AAC,102,21,0,0,3,74.28,77.53,2006
805,Louisiana,SBC,103,17,0,0,1,76.27,76.72,2006
806,Louisiana-Monroe,SBC,104,20,0,0,2,74,69.77,2006
807,SMU,AAC,105,15,0,0,3,74.59,64.64,2006
808,Arkansas State,SBC,106,21,0,0,2,73.38,64.59,2006
809,New Mexico State,Ind.,107,13,0,0,1,75.63,63.94,2006
810,North Texas,C-USA,108,18,0,0,4,74.01,63.55,2006
811,Cincinnati,AAC,109,15,0,0,2,74.77,63.4,2006
812,Central Michigan,MAC,110,25,0,0,3,72.7,62.5,2006
813,Middle Tennessee State,C-USA,111,13,0,0,3,74.47,55.56,2006
814,Eastern Michigan,MAC,112,22,0,0,2,72.42,49.67,2006
815,Kent State,MAC,113,17,0,0,1,73.24,48.84,2006
816,Hawaii,M-West,114,17,0,0,1,72.94,46.53,2006
817,Air Force,M-West,115,13,0,0,1,73.93,45.95,2006
818,Utah State,M-West,116,21,0,0,2,72.01,40.78,2006
819,Army,Ind.,117,11,0,0,0,73.64,38.48,2006
820,Florida Atlantic,C-USA,118,20,0,0,3,71.65,32.72,2006
821,Navy,AAC,119,9,0,0,1,73.7,32.36,2006
822,Southern Illinois,,120,5,0,0,1,76.22,30.46,2006
823,American International,,121,1,0,0,1,88.75,18.75,2006
824,Alabama State,,122,1,0,0,0,76.67,6.67,2006
825,Massachusetts,Ind.,,2,0,0,,0,0,2006
826,William & Mary,,,1,0,0,,0,0,2006
827,Murray State,,,1,0,0,0,70,0,2006
828,Northern Iowa,,,1,0,0,,0,0,2006
829,Tennessee State,,,1,0,0,,0,0,2006
830,Monmouth,,,1,0,0,0,70,0,2006
831,Montana State,,,1,0,0,,0,0,2006
832,South Carolina State,,,2,0,0,,0,0,2006
833,Holy Cross,,,1,0,0,,0,0,2006
834,James Madison,,,1,0,0,,0,0,2006
835,Cornell,,,1,0,0,,0,0,2006
836,Grand Valley State,,,1,0,0,,0,0,2006
837,Fort Valley State,,,1,0,0,,0,0,2006
838,Missouri State,,,1,0,0,,0,0,2006
839,Wayne State,,,1,0,0,,0,0,2006
840,Brown,,,1,0,0,,0,0,2006
841,Mississippi College,,,1,0,0,,0,0,2006
842,West Texas A&M,,,1,0,0,,0,0,2006
843,Hampton,,,1,0,0,,0,0,2006
844,The Citadel,,,1,0,0,,0,0,2006
845,Appalachian State,SBC,,1,0,0,,0,0,2006
846,Florida,SEC,1,29,5,13,6,89.45,313.05,2007
847,USC,Pac-12,2,18,6,7,4,93.37,295.06,2007
848,Texas,Big-12,3,24,2,14,8,91.74,293.1,2007
849,Tennessee,SEC,4,32,2,12,18,89.67,284.42,2007
850,LSU,SEC,5,25,1,14,10,91.01,282.25,2007
851,Notre Dame,Ind.,6,18,1,11,6,92.14,274.05,2007
852,South Carolina,SEC,7,31,0,12,15,87.63,273.85,2007
853,Georgia,SEC,8,24,0,9,14,88.08,249.84,2007
854,Auburn,SEC,9,27,0,8,17,86.88,248.55,2007
855,North Carolina,ACC,10,22,2,6,10,86.09,244.08,2007
856,Michigan,Big-Ten,11,20,1,6,12,88.77,242.81,2007
857,Alabama,SEC,12,25,0,8,16,87.81,241.78,2007
858,Miami,ACC,13,18,0,11,6,88.9,236.11,2007
859,Oregon,Pac-12,14,29,0,7,18,86.09,228.77,2007
860,Georgia Tech,ACC,15,21,0,6,15,87.31,225.49,2007
861,Clemson,ACC,16,21,0,5,15,86.56,221.47,2007
862,Ole Miss,SEC,17,22,0,5,14,85.99,221.24,2007
863,Oklahoma,Big-12,18,21,0,6,13,86.53,220.6,2007
864,Nebraska,Big-Ten,19,26,0,6,19,86.53,218.45,2007
865,Florida State,ACC,20,16,0,7,9,88.4,216.82,2007
866,Pittsburgh,ACC,21,24,0,5,15,85.15,216.08,2007
